organism_group,agent_code,method,disk_content,site,route,standard,table_reference,tier,mic_susceptible_max,mic_sdd_min,mic_sdd_max,mic_intermediate_min,mic_intermediate_max,mic_resistant_min,disk_susceptible_min,disk_sdd_min,disk_sdd_max,disk_intermediate_min,disk_intermediate_max,disk_resistant_max,dosage_note,comment
Pseudomonas aeruginosa,FDC,MIC,,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,FEP,DISK,30 µg,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,FEP,MIC,,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,GAT,DISK,5 µg,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,GAT,MIC,,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,GEN,DISK,10 µg,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — printed in M100 but absent from the converted table; enter it from your licensed copy.
Pseudomonas aeruginosa,GEN,MIC,,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — printed in M100 but absent from the converted table; enter it from your licensed copy.
Pseudomonas aeruginosa,IMR,DISK,10/25 µg,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,IMR,MIC,,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,IPM,DISK,10 µg,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,IPM,MIC,,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,LOM,DISK,10 µg,uti,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,LOM,MIC,,uti,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,LVX,DISK,5 µg,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,LVX,MIC,,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,MEM,DISK,10 µg,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,MEM,MIC,,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,NET,DISK,30 µg,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,NET,MIC,,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,NOR,DISK,10 µg,uti,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,NOR,MIC,,uti,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,OFX,DISK,5 µg,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,OFX,MIC,,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,PIP,DISK,100 µg,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,PIP,MIC,,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,PMB,MIC,,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — the conversion could not read this one; read it off the printed table.
Pseudomonas aeruginosa,TCC,DISK,75/10 µg,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,TCC,MIC,,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,TOB,DISK,10 µg,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,TOB,MIC,,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,TZP,DISK,100/10 µg,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Pseudomonas aeruginosa,TZP,MIC,,,,CLSI M100,2B-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,AMK,DISK,30 µg,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,AMK,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,CAZ,DISK,30 µg,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,CAZ,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,CIP,DISK,5 µg,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,CIP,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,COL,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — the conversion could not read this one; read it off the printed table.
Acinetobacter spp.,CRO,DISK,30 µg,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,CRO,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,CTX,DISK,30 µg,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,CTX,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,DOR,DISK,10 µg,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,DOR,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,FDC,DISK,30 µg,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,FDC,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,FEP,DISK,30 µg,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,FEP,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,GAT,DISK,5 µg,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,GAT,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,GEN,DISK,10 µg,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,GEN,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,IPM,DISK,10 µg,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,IPM,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,LVX,DISK,5 µg,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,LVX,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,MEM,DISK,10 µg,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,MEM,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,MNO,DISK,30 µg,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,MNO,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,NET,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,PIP,DISK,100 µg,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,PIP,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,PMB,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — the conversion could not read this one; read it off the printed table.
Acinetobacter spp.,SAM,DISK,10/10 µg,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,SAM,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,SUD,DISK,10/10 µg,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,SUD,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,SXT,DISK,1.25/23.75 µg,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,SXT,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,TCC,DISK,75/10 µg,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,TCC,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,TOB,DISK,10 µg,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,TOB,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,TZP,DISK,100/10 µg,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Acinetobacter spp.,TZP,MIC,,,,CLSI M100,2B-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Stenotrophomonas maltophilia,CHL,MIC,,,,CLSI M100,2B-4,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Stenotrophomonas maltophilia,FDC,DISK,30 µg,,,CLSI M100,2B-4,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Stenotrophomonas maltophilia,FDC,MIC,,,,CLSI M100,2B-4,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Stenotrophomonas maltophilia,LVX,DISK,5 µg,,,CLSI M100,2B-4,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Stenotrophomonas maltophilia,LVX,MIC,,,,CLSI M100,2B-4,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Stenotrophomonas maltophilia,MNO,DISK,30 µg,,,CLSI M100,2B-4,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Stenotrophomonas maltophilia,MNO,MIC,,,,CLSI M100,2B-4,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Stenotrophomonas maltophilia,SXT,DISK,1.25/,,,CLSI M100,2B-4,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Stenotrophomonas maltophilia,SXT,MIC,,,,CLSI M100,2B-4,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Stenotrophomonas maltophilia,TCC,MIC,,,,CLSI M100,2B-4,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,AMK,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,ATM,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,CAZ,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,CFP,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,CHL,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,CIP,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,CRO,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,CTX,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,CZX,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,DOX,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,FEP,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,GAT,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,GEN,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,IPM,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,LOM,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,LVX,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,MEM,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,MNO,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,MOX,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,NET,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,NOR,MIC,,uti,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,OFX,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,PIP,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,SSS,MIC,,uti,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,SXT,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,TCC,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,TCY,MIC,,uti,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,TOB,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Other Non-Enterobacterales,TZP,MIC,,,,CLSI M100,2B-5,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,AZM,DISK,15 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,AZM,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,CHL,DISK,30 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,CHL,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,CIP,DISK,5 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,CIP,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,CLI,DISK,2 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,CLI,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,CLR,DISK,15 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,CLR,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,CPT,DISK,30 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,CPT,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,DAP,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — printed in M100 but absent from the converted table; enter it from your licensed copy.
Staphylococcus spp.,DIR,DISK,15 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,DIR,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,DOX,DISK,30 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,DOX,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,ENX,DISK,10 µg,uti,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,ENX,MIC,,uti,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,ERY,DISK,15 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — printed in M100 but absent from the converted table; enter it from your licensed copy.
Staphylococcus spp.,ERY,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — printed in M100 but absent from the converted table; enter it from your licensed copy.
Staphylococcus spp.,FLE,DISK,5 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,FLE,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,FOX,DISK,30 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — printed in M100 but absent from the converted table; enter it from your licensed copy.
Staphylococcus spp.,FOX,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — printed in M100 but absent from the converted table; enter it from your licensed copy.
Staphylococcus spp.,GAT,DISK,5 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,GAT,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,GEN,DISK,10 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — printed in M100 but absent from the converted table; enter it from your licensed copy.
Staphylococcus spp.,GEN,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — printed in M100 but absent from the converted table; enter it from your licensed copy.
Staphylococcus spp.,GRX,DISK,5 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,GRX,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,LFM,DISK,20 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,LFM,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,LNZ,DISK,30 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,LNZ,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,LOM,DISK,10 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,LOM,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,LVX,DISK,5 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,LVX,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,MFX,DISK,5 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,MFX,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,MNO,DISK,30 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,MNO,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,NIT,DISK,300 µg,uti,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,NIT,MIC,,uti,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,NOR,DISK,10 µg,uti,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,NOR,MIC,,uti,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,OFX,DISK,5 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,OFX,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,OXA,DISK,1 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,OXA,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,PEN,DISK,10 units,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,PEN,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,QDA,DISK,15 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,QDA,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,RIF,DISK,5 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,RIF,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,SPX,DISK,5 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,SPX,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,SSS,DISK,250 or,uti,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,SSS,MIC,,uti,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,SXT,DISK,1.25/,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,SXT,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,TCY,DISK,30 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,TCY,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,TEC,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — printed in M100 but absent from the converted table; enter it from your licensed copy.
Staphylococcus spp.,TMP,DISK,5 µg,uti,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,TMP,MIC,,uti,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,TZD,DISK,2 µg,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,TZD,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Staphylococcus spp.,VAN,MIC,,,,CLSI M100,2C,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
