organism_group,agent_code,method,disk_content,site,route,standard,table_reference,tier,mic_susceptible_max,mic_sdd_min,mic_sdd_max,mic_intermediate_min,mic_intermediate_max,mic_resistant_min,disk_susceptible_min,disk_sdd_min,disk_sdd_max,disk_intermediate_min,disk_intermediate_max,disk_resistant_max,dosage_note,comment
Enterobacterales,NIT,MIC,,uti,,CLSI M100,2A-1,,32,,,64,64,128,,,,,,,,"MIC as printed: S ≤32, I 64, R ≥128. Abbreviations: AST, antimicrobial susceptibility testing; CAMHB, cation-adjusted Mueller-Hinton broth; CAT, colistin agar test; CBDE, colistin broth disk elution; ESBL, extended-spectrum β-lactamase; I, intermediate; Inv., investigational agent; IV, intravenous; MHA, Mueller-Hinton agar; MIC, minimal inhibitory concentration; PK/PD, pharmacokinetic/pharmacodynamic; QC, quality control; R, resistant; S, susceptible; SDD, susceptible-dose dependent; U, urine; UTI, urinary tract infection. Symbols: ^, designation for agents that have the potential to concentrate in the urine; *, designation for “Other” agents that are not included in Tables 1 but have established clinical breakpoints."
Salmonella and Shigella spp.,AMP,DISK,10 µg,,,CLSI M100,2A-2,,,,,,,,17,,,14,16,13,,"Zone as printed: S ≥17, I 14-16^, R ≤13. (6) Results of ampicillin testing can be used to predict results for amoxicillin. (7) Breakpoints when oral ampicillin is used for therapy of salmonellosis or shigellosis. See general comment (3)."
Salmonella and Shigella spp.,AMP,MIC,,,,CLSI M100,2A-2,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16^, R ≥32. (6) Results of ampicillin testing can be used to predict results for amoxicillin. (7) Breakpoints when oral ampicillin is used for therapy of salmonellosis or shigellosis. See general comment (3)."
Salmonella and Shigella spp.,CTX,DISK,30 µg,,,CLSI M100,2A-2,,,,,,,,26,,,23,25,22,,"Zone as printed: S ≥26, I 23-25^, R ≤22"
Salmonella and Shigella spp.,CTX,MIC,,,,CLSI M100,2A-2,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2^, R ≥4"
Salmonella and Shigella spp.,CRO,DISK,30 µg,,,CLSI M100,2A-2,,,,,,,,23,,,20,22,19,,"Zone as printed: S ≥23, I 20-22^, R ≤19"
Salmonella and Shigella spp.,CRO,MIC,,,,CLSI M100,2A-2,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2^, R ≥4"
Salmonella and Shigella spp.,ETP,DISK,10 µg,,,CLSI M100,2A-2,,,,,,,,22,,,19,21,18,,"Zone as printed: S ≥22, I 19-21^, R ≤18"
Salmonella and Shigella spp.,ETP,MIC,,,,CLSI M100,2A-2,,0.5,,,1,1,2,,,,,,,,"MIC as printed: S ≤0.5, I 1^, R ≥2"
Salmonella and Shigella spp.,IPM,DISK,10 µg,,,CLSI M100,2A-2,,,,,,,,23,,,20,22,19,,"Zone as printed: S ≥23, I 20-22^, R ≤19"
Salmonella and Shigella spp.,IPM,MIC,,,,CLSI M100,2A-2,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2^, R ≥4"
Salmonella and Shigella spp.,MEM,DISK,10 µg,,,CLSI M100,2A-2,,,,,,,,23,,,20,22,19,,"Zone as printed: S ≥23, I 20-22^, R ≤19"
Salmonella and Shigella spp.,MEM,MIC,,,,CLSI M100,2A-2,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2^, R ≥4"
Salmonella and Shigella spp.,AZM,DISK,15 µg,,,CLSI M100,2A-2,,,,,,,,13,,,,,12,,"Zone as printed: S ≥13, R ≤12. (10) S. enterica ser. Typhi only: breakpoints are based on MIC distribution data and limited clinical data."
Salmonella and Shigella spp.,AZM,MIC,,,,CLSI M100,2A-2,,16,,,,,32,,,,,,,,"MIC as printed: S ≤16, R ≥32. (10) S. enterica ser. Typhi only: breakpoints are based on MIC distribution data and limited clinical data."
Salmonella and Shigella spp.,TCY,DISK,30 µg,,,CLSI M100,2A-2,,,,,,,,15,,,12,14,11,,"Zone as printed: S ≥15, I 12-14, R ≤11"
Salmonella and Shigella spp.,TCY,MIC,,,,CLSI M100,2A-2,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16"
Salmonella and Shigella spp.,DOX,DISK,30 µg,,,CLSI M100,2A-2,,,,,,,,14,,,11,13,10,,"Zone as printed: S ≥14, I 11-13, R ≤10"
Salmonella and Shigella spp.,DOX,MIC,,,,CLSI M100,2A-2,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16"
Salmonella and Shigella spp.,MNO,DISK,30 µg,,,CLSI M100,2A-2,,,,,,,,16,,,13,15,12,,"Zone as printed: S ≥16, I 13-15, R ≤12. FLUOROQUINOLONES for Salmonella spp. (13) For testing and reporting of Salmonella spp. (including S. enterica ser. Typhi and S. enterica ser. Paratyphi A-C). Routine susceptibility testing is not indicated for nontyphoidal Salmonella spp. isolated from intestinal sources. (14) The preferred test for assessing fluoroquinolone susceptibility or resistance in Salmonella spp. is a ciprofloxacin MIC test. A levofloxacin or ofloxacin MIC test can be performed if either agent, respectively, is the fluoroquinolone of choice in a specific facility. If a ciprofloxacin, levofloxacin, or ofloxacin MIC or ciprofloxacin disk diffusion test cannot be done, pefloxacin disk diffusion may be used as a surrogate test to predict ciprofloxacin susceptibility. (15) No single test detects resistance resulting from all possible fluoroquinolone resistance mechanisms that have been identified in Salmonella spp."
Salmonella and Shigella spp.,MNO,MIC,,,,CLSI M100,2A-2,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16. FLUOROQUINOLONES for Salmonella spp. (13) For testing and reporting of Salmonella spp. (including S. enterica ser. Typhi and S. enterica ser. Paratyphi A-C). Routine susceptibility testing is not indicated for nontyphoidal Salmonella spp. isolated from intestinal sources. (14) The preferred test for assessing fluoroquinolone susceptibility or resistance in Salmonella spp. is a ciprofloxacin MIC test. A levofloxacin or ofloxacin MIC test can be performed if either agent, respectively, is the fluoroquinolone of choice in a specific facility. If a ciprofloxacin, levofloxacin, or ofloxacin MIC or ciprofloxacin disk diffusion test cannot be done, pefloxacin disk diffusion may be used as a surrogate test to predict ciprofloxacin susceptibility. (15) No single test detects resistance resulting from all possible fluoroquinolone resistance mechanisms that have been identified in Salmonella spp."
Salmonella and Shigella spp.,PEF,DISK,5 µg,,,CLSI M100,2A-2,,,,,,,,24,,,,,23,,"Zone as printed: S ≥24, R ≤23. (17) Report results as ciprofloxacin susceptible or resistant (surrogate test for based on the pefloxacin result. Pefloxacin will not detect ciprofloxacin) resistance in Salmonella spp. due to aac(6')-Ib-cr. Pefloxacin disks are not available in the United States. See comment (15). FLUOROQUINOLONES for Shigella spp."
Salmonella and Shigella spp.,LVX,DISK,5 µg,,,CLSI M100,2A-2,,,,,,,,21,,,17,20,16,,"Zone as printed: S ≥21, I 17-20^, R ≤16"
Salmonella and Shigella spp.,OFX,DISK,5 µg,,,CLSI M100,2A-2,,,,,,,,16,,,13,15,12,,"Zone as printed: S ≥16, I 13-15^, R ≤12"
Salmonella and Shigella spp.,SXT,DISK,1.25/,,,CLSI M100,2A-2,,,,,,,,16,,,11,15,10,,"Zone as printed: S ≥16, I 11-15, R ≤10. See general comment (3)."
Salmonella and Shigella spp.,SXT,MIC,,,,CLSI M100,2A-2,,2,,,,,4,,,,,,,,"MIC as printed: S ≤2/38, R ≥4/76. See general comment (3)."
Salmonella and Shigella spp.,CHL,DISK,30 µg,,,CLSI M100,2A-2,,,,,,,,18,,,13,17,12,,"Zone as printed: S ≥18, I 13-17, R ≤12. (18) Not routinely reported on isolates from the urinary tract. Abbreviations: CAMHB, cation-adjusted Mueller-Hinton broth; I, intermediate; Inv., investigational agent; MHA, Mueller-Hinton agar; MIC, minimal inhibitory concentration; QC, quality control; R, resistant; S, susceptible; SDD, susceptible-dose dependent. Symbols: ^, designation for agents that have the potential to concentrate in the urine; *, designation for “Other” agents that are not included in Tables 1 but have established clinical breakpoints. References for Table 2A-2 1 CLSI. Performance Standards for Antimicrobial Disk Susceptibility Tests. 14th ed. CLSI standard M02. Clinical and Laboratory Standards Institute; 2024. 2 CLSI. M02 Disk Diffusion Reading Guide. 2nd ed. CLSI quick guide M02-Ed14-QG. Clinical and Laboratory Standards Institute; 2024. 3 Centers for Disease Control and Prevention. Typhoid fever and paratyphoid fever: data summary: emerging strain of Salmonella Typhi (REP JPP01). Accessed 10 October 2025. https://www.cdc.gov/typhoid-fever/php/rep-strain/index.html#:~:text=REPJPP01%20is%20an%20emerging%20 strain,not%20leave%20the%20United%20States"
Salmonella and Shigella spp.,CHL,MIC,,,,CLSI M100,2A-2,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16, R ≥32. (18) Not routinely reported on isolates from the urinary tract. Abbreviations: CAMHB, cation-adjusted Mueller-Hinton broth; I, intermediate; Inv., investigational agent; MHA, Mueller-Hinton agar; MIC, minimal inhibitory concentration; QC, quality control; R, resistant; S, susceptible; SDD, susceptible-dose dependent. Symbols: ^, designation for agents that have the potential to concentrate in the urine; *, designation for “Other” agents that are not included in Tables 1 but have established clinical breakpoints. References for Table 2A-2 1 CLSI. Performance Standards for Antimicrobial Disk Susceptibility Tests. 14th ed. CLSI standard M02. Clinical and Laboratory Standards Institute; 2024. 2 CLSI. M02 Disk Diffusion Reading Guide. 2nd ed. CLSI quick guide M02-Ed14-QG. Clinical and Laboratory Standards Institute; 2024. 3 Centers for Disease Control and Prevention. Typhoid fever and paratyphoid fever: data summary: emerging strain of Salmonella Typhi (REP JPP01). Accessed 10 October 2025. https://www.cdc.gov/typhoid-fever/php/rep-strain/index.html#:~:text=REPJPP01%20is%20an%20emerging%20 strain,not%20leave%20the%20United%20States"
Pseudomonas aeruginosa,PIP,DISK,100 µg,,,CLSI M100,2B-1,,,,,,,,22,,,18,21,17,,"Zone as printed: S ≥22, I 18-21^, R ≤17"
Pseudomonas aeruginosa,PIP,MIC,,,,CLSI M100,2B-1,,16,,,32,32,64,,,,,,,,"MIC as printed: S ≤16, I 32^, R ≥64"
Pseudomonas aeruginosa,TZP,DISK,100/10 µg,,,CLSI M100,2B-1,,,,,,,,22,,,18,21,17,,"Zone as printed: S ≥22, I 18-21, R ≤17. (8) Breakpoints for intermediate are only to provide a buffer zone to prevent small uncontrolled technical factors from causing major discrepancies in interpretation."
Pseudomonas aeruginosa,TZP,MIC,,,,CLSI M100,2B-1,,16,,,32,32,64,,,,,,,,"MIC as printed: S ≤16/4, I 32/4, R ≥64/4. (8) Breakpoints for intermediate are only to provide a buffer zone to prevent small uncontrolled technical factors from causing major discrepancies in interpretation."
Pseudomonas aeruginosa,CZA,DISK,30/20 µg,,,CLSI M100,2B-1,,,,,,,,21,,,,,20,,"Zone as printed: S ≥21, R ≤20"
Pseudomonas aeruginosa,CZA,MIC,,,,CLSI M100,2B-1,,8,,,,,16,,,,,,,,"MIC as printed: S ≤8/4, R ≥16/4"
Pseudomonas aeruginosa,CZT,DISK,30/10 µg,,,CLSI M100,2B-1,,,,,,,,21,,,17,20,16,,"Zone as printed: S ≥21, I 17-20^, R ≤16"
Pseudomonas aeruginosa,CZT,MIC,,,,CLSI M100,2B-1,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4/4, I 8/4^, R ≥16/4"
Pseudomonas aeruginosa,IMR,DISK,10/25 µg,,,CLSI M100,2B-1,,,,,,,,23,,,20,22,19,,"Zone as printed: S ≥23, I 20-22^, R ≤19"
Pseudomonas aeruginosa,IMR,MIC,,,,CLSI M100,2B-1,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2/4, I 4/4^, R ≥8/4"
Pseudomonas aeruginosa,TCC,DISK,75/10 µg,,,CLSI M100,2B-1,,,,,,,,24,,,16,23,15,,"Zone as printed: S ≥24, I 16-23^, R ≤15"
Pseudomonas aeruginosa,TCC,MIC,,,,CLSI M100,2B-1,,16,,,32,32,128,,,,,,,,"MIC as printed: S ≤16/2, I 32/2-, R ≥128/2"
Pseudomonas aeruginosa,CAZ,DISK,30 µg,,,CLSI M100,2B-1,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17^, R ≤14"
Pseudomonas aeruginosa,CAZ,MIC,,,,CLSI M100,2B-1,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16^, R ≥32"
Pseudomonas aeruginosa,FEP,DISK,30 µg,,,CLSI M100,2B-1,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17^, R ≤14"
Pseudomonas aeruginosa,FEP,MIC,,,,CLSI M100,2B-1,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16^, R ≥32"
Pseudomonas aeruginosa,FDC,DISK,30 µg,,,CLSI M100,2B-1,,,,,,,,18,,,13,17,12,,"Zone as printed: S ≥18, I 13-17^, R ≤12. (9) The accuracy and reproducibility of cefiderocol testing results by disk diffusion and broth microdilution are markedly affected by iron concentration and inoculum preparation and may vary by disk and media manufacturer. Depending on the type of variance observed, false-resistant or false-susceptible results may occur. Testing subsequent isolates is encouraged. Discussion with prescribers and antimicrobial stewardship members regarding the potential for inaccuracies is recommended."
Pseudomonas aeruginosa,FDC,MIC,,,,CLSI M100,2B-1,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8^, R ≥16. (9) The accuracy and reproducibility of cefiderocol testing results by disk diffusion and broth microdilution are markedly affected by iron concentration and inoculum preparation and may vary by disk and media manufacturer. Depending on the type of variance observed, false-resistant or false-susceptible results may occur. Testing subsequent isolates is encouraged. Discussion with prescribers and antimicrobial stewardship members regarding the potential for inaccuracies is recommended."
Pseudomonas aeruginosa,ATM,DISK,30 µg,,,CLSI M100,2B-1,,,,,,,,22,,,16,21,15,,"Zone as printed: S ≥22, I 16-21^, R ≤15"
Pseudomonas aeruginosa,ATM,MIC,,,,CLSI M100,2B-1,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16^, R ≥32"
Pseudomonas aeruginosa,DOR,DISK,10 µg,,,CLSI M100,2B-1,,,,,,,,19,,,16,18,15,,"Zone as printed: S ≥19, I 16-18^, R ≤15"
Pseudomonas aeruginosa,DOR,MIC,,,,CLSI M100,2B-1,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4^, R ≥8"
Pseudomonas aeruginosa,IPM,DISK,10 µg,,,CLSI M100,2B-1,,,,,,,,19,,,16,18,15,,"Zone as printed: S ≥19, I 16-18^, R ≤15"
Pseudomonas aeruginosa,IPM,MIC,,,,CLSI M100,2B-1,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4^, R ≥8"
Pseudomonas aeruginosa,MEM,DISK,10 µg,,,CLSI M100,2B-1,,,,,,,,19,,,16,18,15,,"Zone as printed: S ≥19, I 16-18^, R ≤15"
Pseudomonas aeruginosa,MEM,MIC,,,,CLSI M100,2B-1,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4^, R ≥8"
Pseudomonas aeruginosa,TOB,DISK,10 µg,,,CLSI M100,2B-1,,,,,,,,19,,,13,18,12,,"Zone as printed: S ≥19, I 13-18^, R ≤12. (16) Tobramycin does not predict susceptibility to gentamicin."
Pseudomonas aeruginosa,TOB,MIC,,,,CLSI M100,2B-1,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2^, R ≥4. (16) Tobramycin does not predict susceptibility to gentamicin."
Pseudomonas aeruginosa,AMK,DISK,30 µg,uti,,CLSI M100,2B-1,,,,,,,,17,,,15,16,14,,"Zone as printed: S ≥17, I 15-16^, R ≤14"
Pseudomonas aeruginosa,AMK,MIC,,uti,,CLSI M100,2B-1,,16,,,32,32,64,,,,,,,,"MIC as printed: S ≤16, I 32^, R ≥64"
Pseudomonas aeruginosa,NET,DISK,30 µg,,,CLSI M100,2B-1,,,,,,,,15,,,13,14,12,,"Zone as printed: S ≥15, I 13-14^, R ≤12"
Pseudomonas aeruginosa,NET,MIC,,,,CLSI M100,2B-1,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16^, R ≥32"
Pseudomonas aeruginosa,CIP,DISK,5 µg,,,CLSI M100,2B-1,,,,,,,,25,,,19,24,18,,"Zone as printed: S ≥25, I 19-24^, R ≤18"
Pseudomonas aeruginosa,CIP,MIC,,,,CLSI M100,2B-1,,0.5,,,1,1,2,,,,,,,,"MIC as printed: S ≤0.5, I 1^, R ≥2"
Pseudomonas aeruginosa,LVX,DISK,5 µg,,,CLSI M100,2B-1,,,,,,,,22,,,15,21,14,,"Zone as printed: S ≥22, I 15-21^, R ≤14"
Pseudomonas aeruginosa,LVX,MIC,,,,CLSI M100,2B-1,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2^, R ≥4"
Pseudomonas aeruginosa,LOM,DISK,10 µg,uti,,CLSI M100,2B-1,,,,,,,,22,,,19,21,18,,"Zone as printed: S ≥22, I 19-21^, R ≤18"
Pseudomonas aeruginosa,LOM,MIC,,uti,,CLSI M100,2B-1,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4^, R ≥8"
Pseudomonas aeruginosa,NOR,DISK,10 µg,uti,,CLSI M100,2B-1,,,,,,,,17,,,13,16,12,,"Zone as printed: S ≥17, I 13-16, R ≤12"
Pseudomonas aeruginosa,NOR,MIC,,uti,,CLSI M100,2B-1,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16"
Pseudomonas aeruginosa,OFX,DISK,5 µg,,,CLSI M100,2B-1,,,,,,,,16,,,13,15,12,,"Zone as printed: S ≥16, I 13-15^, R ≤12"
Pseudomonas aeruginosa,OFX,MIC,,,,CLSI M100,2B-1,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4^, R ≥8"
Pseudomonas aeruginosa,GAT,DISK,5 µg,,,CLSI M100,2B-1,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17^, R ≤14. Abbreviations: CAMHB, cation-adjusted Mueller-Hinton broth; CAT, colistin agar test; CBDE, colistin broth disk elution; I, intermediate; MHA, Mueller-Hinton agar; MIC, minimal inhibitory concentration; PK/PD, pharmacokinetic/pharmacodynamic; QC, quality control; R, resistant; S, susceptible; U, urine; UTI, urinary tract infection. Symbols: ^, designation for agents that have the potential to concentrate in the urine; *, designation for “Other” agents that are not included in Tables 1 but have established clinical breakpoints. Footnote a. Report only on organisms isolated from the urinary tract. References for Table 2B-1 1 Hackel MA, Tsuji M, Yamano Y, Echols R, Karlowsky JA, Sahm DF. Reproducibility of broth microdilution MICs for the novel siderophore cephalosporin, cefiderocol, determined using iron-depleted cation-adjusted Mueller-Hinton broth. Diagn Microbiol Infect Dis. 2019;94(4):321-325. doi:10.1016/j. diagmicrobio.2019.03.003 2 CLSI. Performance Standards for Antimicrobial Disk Susceptibility Tests. 14th ed. CLSI standard M02. Clinical and Laboratory Standards Institute; 2024. 3 CLSI. M02 Disk Diffusion Reading Guide. 2nd ed. CLSI quick guide M02-Ed14-QG. Clinical and Laboratory Standards Institute; 2024. 4 Tsuji BT, Pogue JM, Zavascki AP, et al. International consensus guidelines for the optimal use of the polymyxins: endorsed by the American College of Clinical Pharmacy (ACCP), European Society of Clinical Microbiology and Infectious Diseases (ESCMID), Infectious Diseases Society of America (IDSA), International Society for Anti-Infective Pharmacology (ISAP), Society of Critical Care Medicine (SCCM), and Society of Infectious Diseases Pharmacists (SIDP). Pharmacotherapy. 2019;39(1):10-39. doi:10.1002/phar.2209"
Pseudomonas aeruginosa,GAT,MIC,,,,CLSI M100,2B-1,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4^, R ≥8. Abbreviations: CAMHB, cation-adjusted Mueller-Hinton broth; CAT, colistin agar test; CBDE, colistin broth disk elution; I, intermediate; MHA, Mueller-Hinton agar; MIC, minimal inhibitory concentration; PK/PD, pharmacokinetic/pharmacodynamic; QC, quality control; R, resistant; S, susceptible; U, urine; UTI, urinary tract infection. Symbols: ^, designation for agents that have the potential to concentrate in the urine; *, designation for “Other” agents that are not included in Tables 1 but have established clinical breakpoints. Footnote a. Report only on organisms isolated from the urinary tract. References for Table 2B-1 1 Hackel MA, Tsuji M, Yamano Y, Echols R, Karlowsky JA, Sahm DF. Reproducibility of broth microdilution MICs for the novel siderophore cephalosporin, cefiderocol, determined using iron-depleted cation-adjusted Mueller-Hinton broth. Diagn Microbiol Infect Dis. 2019;94(4):321-325. doi:10.1016/j. diagmicrobio.2019.03.003 2 CLSI. Performance Standards for Antimicrobial Disk Susceptibility Tests. 14th ed. CLSI standard M02. Clinical and Laboratory Standards Institute; 2024. 3 CLSI. M02 Disk Diffusion Reading Guide. 2nd ed. CLSI quick guide M02-Ed14-QG. Clinical and Laboratory Standards Institute; 2024. 4 Tsuji BT, Pogue JM, Zavascki AP, et al. International consensus guidelines for the optimal use of the polymyxins: endorsed by the American College of Clinical Pharmacy (ACCP), European Society of Clinical Microbiology and Infectious Diseases (ESCMID), Infectious Diseases Society of America (IDSA), International Society for Anti-Infective Pharmacology (ISAP), Society of Critical Care Medicine (SCCM), and Society of Infectious Diseases Pharmacists (SIDP). Pharmacotherapy. 2019;39(1):10-39. doi:10.1002/phar.2209"
Acinetobacter spp.,PIP,DISK,100 µg,,,CLSI M100,2B-2,,,,,,,,21,,,18,20,17,,"Zone as printed: S ≥21, I 18-20, R ≤17"
Acinetobacter spp.,PIP,MIC,,,,CLSI M100,2B-2,,16,,,32,64,128,,,,,,,,"MIC as printed: S ≤16, I 32-64, R ≥128"
Acinetobacter spp.,SAM,DISK,10/10 µg,,,CLSI M100,2B-2,,,,,,,,22,,,17,21,16,,"Zone as printed: S ≥22, I 17-21, R ≤16"
Acinetobacter spp.,SAM,MIC,,,,CLSI M100,2B-2,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8/4, I 16/8, R ≥32/16"
Acinetobacter spp.,TZP,DISK,100/10 µg,,,CLSI M100,2B-2,,,,,,,,21,,,18,20,17,,"Zone as printed: S ≥21, I 18-20, R ≤17"
Acinetobacter spp.,TZP,MIC,,,,CLSI M100,2B-2,,16,,,32,64,128,,,,,,,,"MIC as printed: S ≤16/4, I 32/4-64/4, R ≥128/4"
Acinetobacter spp.,SUD,DISK,10/10 µg,,,CLSI M100,2B-2,,,,,,,,17,,,14,16,13,,"Zone as printed: S ≥17, I 14-16, R ≤13"
Acinetobacter spp.,SUD,MIC,,,,CLSI M100,2B-2,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4/4, I 8/4, R ≥16/4"
Acinetobacter spp.,TCC,DISK,75/10 µg,,,CLSI M100,2B-2,,,,,,,,20,,,15,19,14,,"Zone as printed: S ≥20, I 15-19, R ≤14"
Acinetobacter spp.,TCC,MIC,,,,CLSI M100,2B-2,,16,,,32,64,128,,,,,,,,"MIC as printed: S ≤16/2, I 32/2-64/2, R ≥128/2"
Acinetobacter spp.,CAZ,DISK,30 µg,,,CLSI M100,2B-2,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17, R ≤14"
Acinetobacter spp.,CAZ,MIC,,,,CLSI M100,2B-2,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16, R ≥32"
Acinetobacter spp.,FEP,DISK,30 µg,,,CLSI M100,2B-2,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17, R ≤14"
Acinetobacter spp.,FEP,MIC,,,,CLSI M100,2B-2,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16, R ≥32"
Acinetobacter spp.,CTX,DISK,30 µg,,,CLSI M100,2B-2,,,,,,,,23,,,15,22,14,,"Zone as printed: S ≥23, I 15-22, R ≤14"
Acinetobacter spp.,CTX,MIC,,,,CLSI M100,2B-2,,8,,,16,32,64,,,,,,,,"MIC as printed: S ≤8, I 16-32, R ≥64"
Acinetobacter spp.,CRO,DISK,30 µg,,,CLSI M100,2B-2,,,,,,,,21,,,14,20,13,,"Zone as printed: S ≥21, I 14-20, R ≤13"
Acinetobacter spp.,CRO,MIC,,,,CLSI M100,2B-2,,8,,,16,32,64,,,,,,,,"MIC as printed: S ≤8, I 16-32, R ≥64"
Acinetobacter spp.,FDC,DISK,30 µg,,,CLSI M100,2B-2,,,,,,,,15,,,,,,,Zone as printed: S ≥15. (5) Disk diffusion zone diameters ≤14 mm should not be interpreted or reported because zone diameters
Acinetobacter spp.,FDC,MIC,,,,CLSI M100,2B-2,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16. (5) Disk diffusion zone diameters ≤14 mm should not be interpreted or reported because zone diameters"
Acinetobacter spp.,DOR,DISK,10 µg,,,CLSI M100,2B-2,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17, R ≤14"
Acinetobacter spp.,DOR,MIC,,,,CLSI M100,2B-2,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4, R ≥8"
Acinetobacter spp.,IPM,DISK,10 µg,,,CLSI M100,2B-2,,,,,,,,22,,,19,21,18,,"Zone as printed: S ≥22, I 19-21, R ≤18"
Acinetobacter spp.,IPM,MIC,,,,CLSI M100,2B-2,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4, R ≥8"
Acinetobacter spp.,MEM,DISK,10 µg,,,CLSI M100,2B-2,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17, R ≤14"
Acinetobacter spp.,MEM,MIC,,,,CLSI M100,2B-2,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4, R ≥8"
Acinetobacter spp.,GEN,DISK,10 µg,,,CLSI M100,2B-2,,,,,,,,19,,,14,18,13,,"Zone as printed: S ≥19, I 14-18, R ≤13"
Acinetobacter spp.,GEN,MIC,,,,CLSI M100,2B-2,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4, R ≥8"
Acinetobacter spp.,TOB,DISK,10 µg,,,CLSI M100,2B-2,,,,,,,,17,,,13,16,12,,"Zone as printed: S ≥17, I 13-16, R ≤12"
Acinetobacter spp.,TOB,MIC,,,,CLSI M100,2B-2,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4, R ≥8"
Acinetobacter spp.,AMK,DISK,30 µg,,,CLSI M100,2B-2,,,,,,,,20,,,17,19,16,,"Zone as printed: S ≥20, I 17-19, R ≤16"
Acinetobacter spp.,AMK,MIC,,,,CLSI M100,2B-2,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16, R ≥32"
Acinetobacter spp.,NET,MIC,,,,CLSI M100,2B-2,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16, R ≥32"
Acinetobacter spp.,MNO,DISK,30 µg,,,CLSI M100,2B-2,,,,,,,,22,,,18,21,17,,"Zone as printed: S ≥22, I 18-21, R ≤17. (14) If needed for treatment, confirmatory MIC testing is indicated for isolates with zones of 18-21 mm to avoid reporting false-intermediate results."
Acinetobacter spp.,MNO,MIC,,,,CLSI M100,2B-2,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2, R ≥4. (14) If needed for treatment, confirmatory MIC testing is indicated for isolates with zones of 18-21 mm to avoid reporting false-intermediate results."
Acinetobacter spp.,CIP,DISK,5 µg,,,CLSI M100,2B-2,,,,,,,,21,,,16,20,15,,"Zone as printed: S ≥21, I 16-20, R ≤15"
Acinetobacter spp.,CIP,MIC,,,,CLSI M100,2B-2,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2, R ≥4"
Acinetobacter spp.,LVX,DISK,5 µg,,,CLSI M100,2B-2,,,,,,,,17,,,14,16,13,,"Zone as printed: S ≥17, I 14-16, R ≤13"
Acinetobacter spp.,LVX,MIC,,,,CLSI M100,2B-2,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4, R ≥8"
